dataset,component_id,component_split,positive_atoms,total_atoms,valid_normalized_ap_prevalence
CHEMBL264_Ki,39,calibration,26,38,True
CHEMBL264_Ki,41,calibration,49,49,False
CHEMBL264_Ki,20,test,10,28,True
CHEMBL264_Ki,51,calibration,9,47,True
CHEMBL264_Ki,52,test,20,44,True
CHEMBL264_Ki,56,calibration,24,54,True
CHEMBL264_Ki,55,test,19,45,True
CHEMBL264_Ki,54,calibration,16,54,True
CHEMBL264_Ki,57,test,27,53,True
CHEMBL264_Ki,59,test,14,58,True
CHEMBL264_Ki,63,calibration,23,49,True
CHEMBL264_Ki,66,test,14,59,True
CHEMBL264_Ki,69,calibration,5,54,True
CHEMBL264_Ki,73,calibration,8,62,True
CHEMBL264_Ki,49,test,43,53,True
CHEMBL264_Ki,80,test,8,52,True
CHEMBL264_Ki,81,test,14,68,True
CHEMBL264_Ki,82,test,3,45,True
CHEMBL264_Ki,84,calibration,11,63,True
CHEMBL264_Ki,85,calibration,18,75,True
CHEMBL264_Ki,87,calibration,10,36,True
CHEMBL264_Ki,78,calibration,45,46,True
CHEMBL264_Ki,90,calibration,4,57,True
CHEMBL264_Ki,91,test,16,52,True
CHEMBL264_Ki,93,calibration,23,43,True
CHEMBL264_Ki,96,test,12,76,True
CHEMBL264_Ki,97,calibration,12,55,True
CHEMBL264_Ki,98,test,27,59,True
CHEMBL264_Ki,100,test,17,49,True
CHEMBL264_Ki,103,calibration,21,51,True
CHEMBL264_Ki,104,calibration,9,53,True
CHEMBL264_Ki,106,test,10,58,True
CHEMBL264_Ki,107,test,16,50,True
CHEMBL264_Ki,40,calibration,22,44,True
CHEMBL264_Ki,108,test,26,62,True
CHEMBL264_Ki,110,calibration,3,67,True
CHEMBL264_Ki,111,calibration,8,58,True
CHEMBL264_Ki,113,test,8,66,True
CHEMBL264_Ki,115,test,38,54,True
CHEMBL264_Ki,117,calibration,6,56,True
CHEMBL264_Ki,114,test,31,53,True
CHEMBL264_Ki,118,calibration,16,46,True
CHEMBL264_Ki,123,test,45,45,False
CHEMBL264_Ki,125,calibration,8,42,True
CHEMBL264_Ki,129,calibration,22,54,True
CHEMBL264_Ki,130,calibration,22,56,True
CHEMBL264_Ki,131,test,11,57,True
CHEMBL264_Ki,132,test,22,56,True
CHEMBL264_Ki,133,test,4,55,True
CHEMBL264_Ki,134,test,4,57,True
CHEMBL264_Ki,136,test,14,44,True
CHEMBL264_Ki,64,test,25,47,True
CHEMBL264_Ki,94,calibration,32,52,True
CHEMBL264_Ki,32,calibration,32,56,True
CHEMBL264_Ki,141,calibration,13,59,True
CHEMBL264_Ki,144,test,13,47,True
CHEMBL264_Ki,145,test,24,50,True
CHEMBL264_Ki,137,calibration,10,48,True
CHEMBL264_Ki,147,calibration,12,43,True
CHEMBL264_Ki,148,calibration,27,49,True
CHEMBL264_Ki,149,test,35,57,True
CHEMBL264_Ki,153,calibration,16,58,True
CHEMBL264_Ki,155,test,36,56,True
CHEMBL264_Ki,156,calibration,20,38,True
CHEMBL264_Ki,158,test,34,54,True
CHEMBL264_Ki,160,calibration,28,61,True
CHEMBL264_Ki,162,calibration,4,75,True
CHEMBL264_Ki,163,test,21,51,True
CHEMBL264_Ki,168,calibration,12,28,True
CHEMBL264_Ki,170,test,8,58,True
CHEMBL264_Ki,171,calibration,28,54,True
CHEMBL264_Ki,174,calibration,20,58,True
CHEMBL264_Ki,176,test,14,38,True
CHEMBL264_Ki,179,calibration,4,55,True
CHEMBL264_Ki,181,calibration,11,53,True
CHEMBL264_Ki,183,test,37,53,True
CHEMBL264_Ki,184,test,15,67,True
CHEMBL264_Ki,186,test,4,65,True
CHEMBL264_Ki,187,test,15,66,True
CHEMBL2835_Ki,1,calibration,21,37,True
CHEMBL2835_Ki,2,test,4,42,True
CHEMBL2835_Ki,5,calibration,10,38,True
CHEMBL2835_Ki,7,test,23,51,True
CHEMBL2835_Ki,8,test,12,54,True
CHEMBL2835_Ki,10,calibration,14,50,True
CHEMBL2835_Ki,11,calibration,4,35,True
CHEMBL2835_Ki,13,test,17,49,True
CHEMBL2835_Ki,14,calibration,13,45,True
CHEMBL2835_Ki,18,test,22,75,True
CHEMBL287_Ki,1,calibration,13,55,True
CHEMBL287_Ki,5,calibration,18,46,True
CHEMBL287_Ki,9,test,15,53,True
CHEMBL287_Ki,12,test,23,43,True
CHEMBL287_Ki,17,calibration,4,49,True
CHEMBL287_Ki,18,test,13,37,True
CHEMBL287_Ki,19,test,4,39,True
CHEMBL287_Ki,21,calibration,8,58,True
CHEMBL287_Ki,22,test,10,33,True
CHEMBL287_Ki,14,calibration,17,47,True
CHEMBL287_Ki,27,test,8,46,True
CHEMBL287_Ki,25,calibration,24,48,True
CHEMBL287_Ki,7,calibration,22,52,True
CHEMBL287_Ki,28,test,14,48,True
CHEMBL287_Ki,30,calibration,9,48,True
CHEMBL287_Ki,32,test,23,57,True
CHEMBL287_Ki,33,calibration,23,51,True
CHEMBL287_Ki,34,calibration,31,49,True
CHEMBL287_Ki,35,test,19,37,True
CHEMBL287_Ki,38,calibration,41,43,True
CHEMBL287_Ki,40,test,4,35,True
CHEMBL287_Ki,43,test,10,42,True
CHEMBL287_Ki,45,calibration,3,23,True
CHEMBL287_Ki,26,test,17,35,True
CHEMBL287_Ki,51,test,18,36,True
CHEMBL287_Ki,2,test,19,45,True
CHEMBL287_Ki,60,calibration,14,51,True
CHEMBL287_Ki,61,calibration,12,52,True
CHEMBL287_Ki,62,calibration,11,33,True
CHEMBL287_Ki,66,test,16,28,True
CHEMBL287_Ki,68,test,29,49,True
CHEMBL287_Ki,69,calibration,25,49,True
CHEMBL287_Ki,48,calibration,27,49,True
CHEMBL287_Ki,72,calibration,9,43,True
CHEMBL287_Ki,75,calibration,19,51,True
CHEMBL287_Ki,74,test,16,46,True
CHEMBL287_Ki,77,calibration,34,50,True
CHEMBL287_Ki,23,calibration,15,44,True
CHEMBL287_Ki,82,test,14,62,True
CHEMBL287_Ki,84,test,8,46,True
CHEMBL287_Ki,83,test,21,45,True
CHEMBL287_Ki,85,test,20,59,True
CHEMBL287_Ki,87,calibration,43,45,True
CHEMBL287_Ki,89,test,22,48,True
CHEMBL287_Ki,93,test,10,50,True
CHEMBL287_Ki,94,calibration,20,48,True
CHEMBL287_Ki,95,calibration,16,56,True
CHEMBL287_Ki,96,test,28,62,True
CHEMBL287_Ki,97,test,15,53,True
CHEMBL287_Ki,99,calibration,39,49,True
CHEMBL287_Ki,101,test,21,66,True
CHEMBL2971_Ki,4,test,7,33,True
CHEMBL2971_Ki,5,calibration,8,46,True
CHEMBL2971_Ki,8,test,36,41,True
CHEMBL2971_Ki,11,test,10,38,True
CHEMBL2971_Ki,16,calibration,14,50,True
CHEMBL2971_Ki,15,test,14,50,True
CHEMBL2971_Ki,17,test,19,49,True
CHEMBL2971_Ki,18,calibration,10,48,True
CHEMBL2971_Ki,19,calibration,11,51,True
CHEMBL2971_Ki,20,test,10,52,True
CHEMBL2971_Ki,21,calibration,10,46,True
CHEMBL2971_Ki,22,test,11,47,True
CHEMBL2971_Ki,23,test,8,36,True
CHEMBL2971_Ki,27,calibration,13,45,True
CHEMBL2971_Ki,30,test,12,96,True
CHEMBL2971_Ki,31,calibration,20,98,True
CHEMBL2971_Ki,32,test,41,85,True
CHEMBL2971_Ki,33,calibration,17,74,True
CHEMBL2971_Ki,34,test,33,76,True
CHEMBL2971_Ki,35,calibration,16,46,True
CHEMBL3979_EC50,0,test,19,58,True
CHEMBL3979_EC50,3,calibration,13,58,True
CHEMBL3979_EC50,4,test,24,72,True
CHEMBL3979_EC50,10,calibration,5,67,True
CHEMBL3979_EC50,11,calibration,17,70,True
CHEMBL3979_EC50,13,test,7,60,True
CHEMBL3979_EC50,15,calibration,23,63,True
CHEMBL3979_EC50,16,test,15,57,True
CHEMBL3979_EC50,18,test,12,50,True
CHEMBL3979_EC50,19,calibration,21,54,True
CHEMBL3979_EC50,21,test,4,64,True
CHEMBL3979_EC50,24,test,16,62,True
CHEMBL3979_EC50,25,calibration,4,58,True
CHEMBL3979_EC50,26,test,10,58,True
CHEMBL3979_EC50,28,calibration,17,57,True
CHEMBL3979_EC50,29,calibration,19,63,True
CHEMBL3979_EC50,32,calibration,8,62,True
CHEMBL3979_EC50,34,test,26,66,True
CHEMBL3979_EC50,35,test,4,55,True
CHEMBL3979_EC50,38,test,8,66,True
CHEMBL3979_EC50,40,test,5,75,True
CHEMBL3979_EC50,43,test,9,78,True
CHEMBL3979_EC50,48,calibration,15,69,True
CHEMBL3979_EC50,49,calibration,4,49,True
CHEMBL3979_EC50,51,calibration,8,74,True
CHEMBL3979_EC50,55,calibration,3,67,True
CHEMBL3979_EC50,56,calibration,17,72,True
CHEMBL3979_EC50,1,calibration,10,64,True
CHEMBL3979_EC50,60,test,4,34,True
CHEMBL3979_EC50,63,test,15,81,True
CHEMBL3979_EC50,64,calibration,17,85,True
CHEMBL3979_EC50,65,test,22,81,True
CHEMBL3979_EC50,66,test,12,62,True
CHEMBL3979_EC50,67,calibration,13,51,True
CHEMBL4005_Ki,0,test,17,47,True
CHEMBL4005_Ki,3,calibration,4,49,True
CHEMBL4005_Ki,4,test,17,53,True
CHEMBL4005_Ki,6,test,12,61,True
CHEMBL4005_Ki,8,calibration,16,50,True
CHEMBL4005_Ki,12,test,12,72,True
CHEMBL4005_Ki,13,calibration,8,46,True
CHEMBL4005_Ki,20,test,4,59,True
CHEMBL4005_Ki,21,calibration,19,49,True
CHEMBL4005_Ki,22,calibration,16,46,True
CHEMBL4005_Ki,24,test,11,51,True
CHEMBL4005_Ki,25,calibration,4,57,True
CHEMBL4005_Ki,26,calibration,22,59,True
CHEMBL4005_Ki,28,calibration,25,63,True
CHEMBL4005_Ki,29,test,23,57,True
CHEMBL4005_Ki,34,calibration,12,58,True
CHEMBL4005_Ki,38,test,31,72,True
CHEMBL4005_Ki,39,test,4,65,True
CHEMBL4005_Ki,40,calibration,17,59,True
CHEMBL4005_Ki,43,test,9,61,True
CHEMBL4005_Ki,44,calibration,14,65,True
CHEMBL4005_Ki,45,calibration,15,79,True
CHEMBL4005_Ki,46,test,24,44,True
CHEMBL4005_Ki,48,calibration,22,72,True
CHEMBL4005_Ki,51,calibration,22,66,True
CHEMBL4005_Ki,17,test,22,58,True
CHEMBL4005_Ki,54,calibration,14,64,True
CHEMBL4005_Ki,56,test,17,67,True
CHEMBL4005_Ki,61,calibration,19,67,True
CHEMBL4005_Ki,58,calibration,21,67,True
CHEMBL4005_Ki,57,test,4,62,True
CHEMBL4005_Ki,62,test,38,76,True
CHEMBL4005_Ki,59,test,8,62,True
CHEMBL4005_Ki,67,test,3,49,True
CHEMBL4203_Ki,1,calibration,22,32,True
CHEMBL4203_Ki,4,test,13,53,True
CHEMBL4203_Ki,5,test,16,48,True
CHEMBL4203_Ki,7,test,35,38,True
CHEMBL4203_Ki,13,calibration,18,22,True
CHEMBL4203_Ki,14,calibration,14,68,True
CHEMBL4203_Ki,16,calibration,14,48,True
CHEMBL4203_Ki,17,test,17,49,True
CHEMBL4203_Ki,20,calibration,31,41,True
CHEMBL4203_Ki,21,test,22,32,True
CHEMBL4203_Ki,23,calibration,26,32,True
CHEMBL4203_Ki,24,test,12,56,True
CHEMBL4616_EC50,2,test,11,69,True
CHEMBL4616_EC50,3,calibration,8,80,True
CHEMBL4616_EC50,13,test,24,72,True
CHEMBL4616_EC50,7,test,10,84,True
CHEMBL4616_EC50,14,test,15,67,True
CHEMBL4616_EC50,18,calibration,18,65,True
CHEMBL4616_EC50,17,calibration,24,62,True
CHEMBL4616_EC50,21,calibration,8,56,True
CHEMBL4616_EC50,23,test,20,52,True
CHEMBL4616_EC50,24,calibration,7,52,True
CHEMBL4616_EC50,25,calibration,12,53,True
CHEMBL4616_EC50,26,calibration,16,60,True
CHEMBL4616_EC50,27,calibration,26,62,True
CHEMBL4616_EC50,28,calibration,18,72,True
CHEMBL4616_EC50,31,test,10,126,True
CHEMBL4616_EC50,34,test,10,66,True
CHEMBL4616_EC50,35,test,23,65,True
CHEMBL4616_EC50,37,test,23,71,True
CHEMBL4616_EC50,38,calibration,18,75,True
CHEMBL4792_Ki,3,test,10,66,True
CHEMBL4792_Ki,4,test,4,61,True
CHEMBL4792_Ki,8,test,4,57,True
CHEMBL4792_Ki,10,calibration,4,61,True
CHEMBL4792_Ki,18,calibration,19,68,True
CHEMBL4792_Ki,19,test,25,61,True
CHEMBL4792_Ki,6,test,16,64,True
CHEMBL4792_Ki,20,test,16,64,True
CHEMBL4792_Ki,17,calibration,26,66,True
CHEMBL4792_Ki,22,calibration,13,59,True
CHEMBL4792_Ki,13,test,12,59,True
CHEMBL4792_Ki,29,calibration,16,65,True
CHEMBL4792_Ki,31,test,14,70,True
CHEMBL4792_Ki,33,calibration,28,61,True
CHEMBL4792_Ki,39,test,22,59,True
CHEMBL4792_Ki,43,calibration,8,66,True
CHEMBL4792_Ki,44,test,21,63,True
CHEMBL4792_Ki,45,calibration,24,63,True
CHEMBL4792_Ki,46,calibration,19,59,True
CHEMBL4792_Ki,32,test,41,65,True
CHEMBL4792_Ki,24,calibration,11,63,True
CHEMBL4792_Ki,53,calibration,12,66,True
CHEMBL4792_Ki,40,test,16,64,True
CHEMBL4792_Ki,56,calibration,35,67,True
CHEMBL4792_Ki,57,calibration,8,64,True
CHEMBL4792_Ki,36,calibration,16,62,True
CHEMBL4792_Ki,58,calibration,19,58,True
CHEMBL4792_Ki,60,calibration,18,61,True
CHEMBL4792_Ki,61,test,18,62,True
CHEMBL4792_Ki,63,calibration,22,66,True
CHEMBL4792_Ki,65,test,16,60,True
CHEMBL4792_Ki,68,calibration,13,65,True
CHEMBL4792_Ki,37,test,28,63,True
CHEMBL4792_Ki,72,test,14,64,True
CHEMBL4792_Ki,74,test,22,64,True
CHEMBL4792_Ki,75,test,45,66,True
CHEMBL4792_Ki,77,test,17,57,True
CHEMBL4792_Ki,27,calibration,20,63,True
CHEMBL4792_Ki,78,test,7,62,True
CHEMBL4792_Ki,21,test,32,72,True
